==========================================================================================
  RAPPORT DE GÉNÉRATION ET VALIDATION DES FICHIERS HARMONIQUES
  Date : 2026-03-11 17:01
  Référence : maree.info (données SHOM)
==========================================================================================

──────────────────────────────────────────────────────────────────────────────────────────
  RÉSUMÉ DE GÉNÉRATION
──────────────────────────────────────────────────────────────────────────────────────────
  Ports traités : 137
  Succès : 137
  Erreurs : 0

──────────────────────────────────────────────────────────────────────────────────────────
  Port                                           Lat       Lon  Const         Atlas  Fichier                       
──────────────────────────────────────────────────────────────────────────────────────────
  Arradon                                1.41       0.13m       0.32m     26    47.617    -2.817
  Vannes                                 0.90       0.75m       1.15m     26    47.650    -2.750
  Saint-Armel (Le Passage)               0.06       1.68m       2.88m     26    47.583    -2.683
  Le Logeo                               1.37       0.17m       0.42m     26    47.533    -2.800
  Port-Navalo                            2.93       0.09m       0.14m     27    47.550    -2.917
  Port du Crouesty                       3.26       0.02m       0.06m     27    47.533    -2.900
  Pénerf                                 3.32       0.05m       0.10m     27    47.500    -2.633
  Tréhiguier                             3.40       0.05m       0.13m     27    47.517    -2.467
  Hoëdic                                 3.11       0.07m       0.12m     27    47.333    -2.867
  Houat                                  3.18       0.06m       0.14m     27    47.383    -2.950
  Le Croisic                             1.90       1.36m       1.73m     27    47.300    -2.517
  Le Pouliguen                           3.27       0.02m       0.07m     27    47.267    -2.433
  Pornichet                              3.33       0.04m       0.09m     27    47.250    -2.350
  Saint-Nazaire                          3.48       0.09m       0.17m     27    47.267    -2.200
  Pointe de Saint-Gildas                 3.42       0.03m       0.09m     27    47.133    -2.233
  Pornic                                 3.56       0.17m       0.30m     27    47.117    -2.100
  Noirmoutier (L'Herbaudière)            3.25       0.29m       0.40m     27    47.017    -2.300
  Fromentine Bouée                       2.47       0.61m       0.77m     27    46.883    -2.167
  Fromentine Port                        2.00       1.31m       1.61m     27    46.883    -2.150
  Ile d'Yeu (Port-Joinville)             3.09       0.13m       0.24m     27    46.733    -2.350
  Saint-Gilles-Croix-de-Vie              3.05       0.04m       0.08m     27    46.700    -1.950
  Les Sables-d'Olonne                    3.15       0.11m       0.27m     27    46.500    -1.800
  Ile de Ré (Saint-Martin)               3.65       0.12m       0.27m     27    46.200    -1.367
  La Rochelle-Pallice                    3.67       0.18m       0.33m     27    46.167    -1.217
  Ile d'Aix                              3.62       0.26m       0.46m     27    46.017    -1.183
  Saint-Denis d'Oléron                   3.47       0.35m       0.55m     27    46.033    -1.367
  Ile d'Oléron (La Cotinière)            2.94       0.65m       0.75m     27    45.917    -1.333
  Pointe de Gatseau                      3.08       0.32m       0.52m     27    45.783    -1.233
  Cordouan                               2.94       0.13m       0.28m     27    45.583    -1.167
  Royan                                  2.89       0.50m       0.62m     27    45.617    -1.033
  Pointe de Grave (Port-Bloc)            2.85       0.39m       0.49m     27    45.567    -1.067
  Richards                               2.94       0.36m       0.49m     27    45.467    -0.917
  Laména                                 2.54       0.51m       0.96m     27    45.217    -0.750
  Pauillac                               2.54       0.37m       0.79m     26    45.200    -0.750
  Bordeaux                               2.75       0.66m       1.43m     26    44.867    -0.550
  Lacanau (Large)                        2.54       0.17m       0.21m     27    44.967    -1.333
  Cap Ferret                             1.92       0.42m       0.57m     27    44.633    -1.250
  Arcachon (Jetée d'Eyrac)               1.96       0.43m       0.79m     27    44.667    -1.167
  Biscarrosse                            2.46       0.03m       0.06m     27    44.367    -1.383
  Mimizan                                2.41       0.12m       0.15m     27    44.133    -1.350
  Vieux-Boucau                           2.60       0.40m       0.70m     27    43.783    -1.400
  Boucau-Bayonne / Biarritz              2.27       0.32m       0.46m     27    43.533    -1.533
  Saint-Jean-de-Luz                      2.26       0.23m       0.31m     27    43.400    -1.683
──────────────────────────────────────────────────────────────────────────────────────────

  ── Dunkerque (maree.info/3) ──
     Coordonnées : 51.050°N  2.367°E
     Z0 (auto) : 3.394 m
           Date  Type    Prédit       Réf     Écart
     --------------------------------------------------
     11/03 05h13    PM     5.26m     4.99m    +0.27m
     11/03 12h04    BM     1.73m     1.62m    +0.11m
     11/03 17h43    PM     4.97m     4.67m    +0.30m
     12/03 00h25    BM     1.90m     1.81m    +0.09m
     12/03 06h18    PM     4.87m     4.56m    +0.31m
     12/03 13h08    BM     2.02m     1.96m    +0.06m
     12/03 19h01    PM     4.61m     4.30m    +0.31m
     13/03 01h42    BM     2.12m     2.08m    +0.04m
     13/03 07h50    PM     4.59m     4.29m    +0.30m
     13/03 14h37    BM     2.26m     2.11m    +0.15m
     13/03 20h37    PM     4.48m     4.22m    +0.26m
     14/03 03h22    BM     2.24m     2.06m    +0.18m
     14/03 09h29    PM     4.66m     4.42m    +0.24m
     14/03 16h14    BM     2.26m     1.93m    +0.33m
     14/03 22h03    PM     4.69m     4.51m    +0.18m
     15/03 04h52    BM     2.06m     1.71m    +0.35m
     15/03 10h39    PM     4.98m     4.82m    +0.16m
     15/03 17h23    BM     1.94m     1.54m    +0.40m
     15/03 23h00    PM     5.06m     4.93m    +0.13m
     16/03 05h49    BM     1.64m     1.27m    +0.37m
     16/03 11h27    PM     5.37m     5.24m    +0.13m
     16/03 18h09    BM     1.52m     1.18m    +0.34m
     16/03 23h42    PM     5.48m     5.30m    +0.18m
     17/03 06h30    BM     1.20m     0.90m    +0.30m
     17/03 12h06    PM     5.76m     5.57m    +0.19m
     17/03 18h46    BM     1.15m     0.92m    +0.23m
     Écart moyen : 0.23m  | max : 0.40m

  ── Gravelines (maree.info/4) ──
     Coordonnées : 51.017°N  2.100°E
     Z0 (auto) : 3.770 m
           Date  Type    Prédit       Réf     Écart
     --------------------------------------------------
     11/03 04h57    PM     5.43m     5.31m    +0.12m
     11/03 11h52    BM     2.23m     1.77m    +0.46m
     11/03 17h26    PM     5.22m     4.97m    +0.25m
     12/03 00h12    BM     2.27m     2.00m    +0.27m
     12/03 05h59    PM     5.02m     4.85m    +0.17m
     12/03 12h52    BM     2.52m     2.15m    +0.37m
     12/03 18h43    PM     4.88m     4.58m    +0.30m
     13/03 01h25    BM     2.51m     2.29m    +0.22m
     13/03 07h33    PM     4.80m     4.56m    +0.24m
     13/03 14h21    BM     2.73m     2.33m    +0.40m
     13/03 20h24    PM     4.85m     4.50m    +0.35m
     14/03 03h07    BM     2.60m     2.29m    +0.31m
     14/03 09h15    PM     4.98m     4.71m    +0.27m
     14/03 16h00    BM     2.65m     2.14m    +0.51m
     14/03 21h50    PM     5.16m     4.82m    +0.34m
     15/03 04h38    BM     2.35m     1.92m    +0.43m
     15/03 10h24    PM     5.36m     5.14m    +0.22m
     15/03 17h12    BM     2.29m     1.73m    +0.56m
     15/03 22h45    PM     5.55m     5.28m    +0.27m
     16/03 05h37    BM     1.92m     1.45m    +0.47m
     16/03 11h11    PM     5.77m     5.60m    +0.17m
     16/03 18h00    BM     1.84m     1.33m    +0.51m
     16/03 23h27    PM     5.97m     5.71m    +0.26m
     17/03 06h21    BM     1.48m     1.06m    +0.42m
     17/03 11h49    PM     6.19m     5.96m    +0.23m
     17/03 18h40    BM     1.42m     1.03m    +0.39m
     Écart moyen : 0.33m  | max : 0.56m

  ── Calais (maree.info/5) ──
     Coordonnées : 50.967°N  1.867°E
     Z0 (auto) : 3.962 m
           Date  Type    Prédit       Réf     Écart
     --------------------------------------------------
     11/03 04h39    PM     5.97m     5.94m    +0.03m
     11/03 11h44    BM     2.12m     2.22m    -0.10m
     11/03 17h09    PM     5.63m     5.55m    +0.08m
     12/03 00h04    BM     2.36m     2.50m    -0.14m
     12/03 05h44    PM     5.51m     5.42m    +0.09m
     12/03 12h46    BM     2.47m     2.66m    -0.19m
     12/03 18h31    PM     5.21m     5.12m    +0.09m
     13/03 01h22    BM     2.66m     2.85m    -0.19m
     13/03 07h23    PM     5.18m     5.11m    +0.07m
     13/03 14h17    BM     2.76m     2.85m    -0.09m
     13/03 20h17    PM     5.09m     5.07m    +0.02m
     14/03 03h05    BM     2.81m     2.82m    -0.01m
     14/03 09h05    PM     5.32m     5.30m    +0.02m
     14/03 15h59    BM     2.72m     2.59m    +0.13m
     14/03 21h42    PM     5.40m     5.45m    -0.05m
     15/03 04h39    BM     2.53m     2.36m    +0.17m
     15/03 10h15    PM     5.72m     5.77m    -0.05m
     15/03 17h11    BM     2.30m     2.07m    +0.23m
     15/03 22h38    PM     5.83m     5.97m    -0.14m
     16/03 05h37    BM     2.00m     1.81m    +0.19m
     16/03 11h03    PM     6.16m     6.26m    -0.10m
     16/03 18h00    BM     1.78m     1.59m    +0.19m
     16/03 23h20    PM     6.29m     6.42m    -0.13m
     17/03 06h21    BM     1.47m     1.38m    +0.09m
     17/03 11h40    PM     6.58m     6.66m    -0.08m
     17/03 18h41    BM     1.32m     1.24m    +0.08m
     17/03 23h54    PM     6.71m     6.77m    -0.06m
     Écart moyen : 0.10m  | max : 0.23m

  ── Wissant (maree.info/6) ──
     Coordonnées : 50.883°N  1.667°E
     Z0 (auto) : 4.394 m
           Date  Type    Prédit       Réf     Écart
     --------------------------------------------------
     11/03 04h26    PM     6.56m     6.58m    -0.02m
     11/03 11h34    BM     2.42m     2.53m    -0.11m
     11/03 16h51    PM     6.18m     6.20m    -0.02m
     11/03 23h55    BM     2.70m     2.77m    -0.07m
     12/03 05h23    PM     6.04m     6.04m    -0.00m
     12/03 12h28    BM     2.79m     2.96m    -0.17m
     12/03 18h07    PM     5.69m     5.71m    -0.02m
     13/03 01h01    BM     3.02m     3.15m    -0.13m
